county,GMcoordinates,name,address,city,joinedAddress,zip
Putnam,"-81.9235564, 38.5349716",Putnam Career & Technical Center,P.o. Box 640 300 Roosevelt Bldv,Eleanor,"P.o. Box 640 300 Roosevelt Bldv, Eleanor, WV, 25070",25070
Logan,"-81.9426074, 37.8268911",Ralph R. Willis Vocational Center,Three Mile Curve Po Box 1747,Logan,"Three Mile Curve Po Box 1747, Logan, WV, 25601",25601
Putnam,"-81.9429476, 38.4470558",Mountain View Elementary School,3967 Teays Valley Road,Hurricane,"3967 Teays Valley Road , Hurricane, WV, 25526",25526
Mason,"-81.9572479, 38.7481123",Leon Elementary School,138 Aylor Street,Leon,"138 Aylor Street , Leon, WV, 25123",25123
Mason,"-81.9684821, 38.985761",New Haven Elementary School,P.o. Box 989,New Haven,"P.o. Box 989 , New Haven, WV, 25265",25265
Putnam,"-81.9728282, 38.4463223",West Teays Elementary,3676 Teays Vly Road,Hurricane,"3676 Teays Vly Road , Hurricane, WV, 25526",25526
Putnam,"-81.99157819999999, 38.6057368",Buffalo High School,3317 Buffalo Road,Buffalo,"3317 Buffalo Road , Buffalo, WV, 25033",25033
Lincoln,"-81.993031, 38.238749",Duval Pk-8,5304 Straight Fork,Griffithsville,"5304 Straight Fork, Griffithsville, WV, 25521",25521
Logan,"-81.9933508, 37.8953677",Justice Elementary School,407 Circle Dirve,Logan,"407 Circle Dirve , Logan, WV, 25601",25601
Logan,"-81.99506629999999, 37.8511408",Logan Elementary School,Midelburg Island,Logan,"Midelburg Island , Logan, WV, 25601",25601
Logan,"-81.99550169999999, 37.8518548",Logan Senior High School,1 Wildcat Way,Logan,"1 Wildcat Way , Logan, WV, 25601",25601
Logan,"-81.9959825, 37.8503511",Logan Middle School,14 Wildcat Way,Logan,"14 Wildcat Way , Logan, WV, 25601",25601
Putnam,"-82.0058466, 38.437667",Hurricane High School,3350 Teays Valley Road,Hurricane,"3350 Teays Valley Road , Hurricane, WV, 25526",25526
Putnam,"-82.00676220000001, 38.4126564",Lakeside Elementary,2550 Us Rt 60,Hurricane,"2550 Us Rt 60 , Hurricane, WV, 25526",25526
Putnam,"-82.0192376, 38.4282373",Hurricane Middle,518 Midland Trail,Hurricane,"518 Midland Trail , Hurricane, WV, 25526",25526
Logan,"-82.02193869999999, 37.9758979",Chapmanville Regional High School,200 Vance Street,Chapmanville,"200 Vance Street , Chapmanville, WV, 25508",25508
Putnam,"-82.0221768, 38.4346469",Conner Street Elementary,445 Conner Street,Hurricane,"445 Conner Street , Hurricane, WV, 25526",25526
Logan,"-82.02488489999999, 37.9764615",Chapmanville Middle School,300 Vance St.,Chapmanville,"300 Vance St. , Chapmanville, WV, 25508",25508
Putnam,"-82.0307521, 38.4241492",Hurricane Town Elementary,300 Harbour Lane,Hurricane,"300 Harbour Lane , Hurricane, WV, 25526",25526
Logan,"-82.0462652, 37.847937",Verdunville Elementary School,Drawer J Hill Drive,Verdunville,"Drawer J Hill Drive, Verdunville, WV, 25649",25649
Cabell,"-82.06179999999999, 38.4194869",Culloden Elementary School,2100 U.s. Route 60,Culloden,"2100 U.s. Route 60 , Culloden, WV, 25510",25510
Mason,"-82.07308800000001, 38.567419",Hannan High School,15638 Ashton Upland Road,Ashton,"15638 Ashton Upland Road , Ashton, WV, 25503",25503
Mingo,"-82.0846054, 37.64188619999999",Mingo Central Comprehensive High,1000 King Coal Highway,Delbarton,"1000 King Coal Highway, Delbarton, WV, 25670",25670
Lincoln,"-82.10094860000001, 38.2788761",Hamlin Pk-8,8130 Court Ave,Hamlin,"8130 Court Ave , Hamlin, WV, 25523",25523
Lincoln,"-82.1163273, 38.27583",Lincoln County High School,81 Lincoln Panther Way,Hamlin,"81 Lincoln Panther Way , Hamlin, WV, 25523",25523
Mason,"-82.11697699999999, 38.879924",Mason County School For Success,758 Scenic Drive,Point Pleasant,"758 Scenic Drive, Point Pleasant, WV, 25550",25550
Mason,"-82.120972, 38.881619",Mason County Career Center,281 Scenic Drive,Point Pleasant,"281 Scenic Drive , Point Pleasant, WV, 25550",25550
Mason,"-82.1275871, 38.87296",Pt. Pleasant Intermediate,1 Walden Way,Pt. Pleasant,"1 Walden Way , Pt. Pleasant, WV, 0",0
Mason,"-82.130189, 38.863892",Pt. Pleasant Primary,2200 Lincoln Ave,Pt. Pleasant,"2200 Lincoln Ave , Pt. Pleasant, WV, 0",0
Cabell,"-82.13456, 38.4368405",Milton Elementary School,1201 Pike St.,Milton,"1201 Pike St. , Milton, WV, 25541",25541
Lincoln,"-82.13501389999999, 38.0370312",Harts Pk-8,1246 Mcclellan Highway,Harts,"1246 Mcclellan Highway , Harts, WV, 25524",25524
Logan,"-82.1386833, 37.9779553",Hugh Dingess Elementary School,Rt. 1 Box 607,Harts,"Rt. 1 Box 607, Harts, WV, 25524",25524
Mason,"-82.14643980000001, 38.6190022",Ashton Elementary School,4250 Ashton-Upland Road,Ashton,"4250 Ashton-Upland Road , Ashton, WV, 25503",25503
Mingo,"-82.1504999, 37.8544721",Dingess Elementary School,101 Schoolhouse Rd.,Dingess,"101 Schoolhouse Rd. , Dingess, WV, 25671",25671
Cabell,"-82.15105, 38.4373515",Milton Middle School,1 Panther Trail,Milton,"1 Panther Trail , Milton, WV, 25541",25541
Mingo,"-82.1559516, 37.6220631",Matewan Elementary School,100 Chambers Street,Matewan,"100 Chambers Street , Matewan, WV, 25678",25678
Mingo,"-82.1566, 37.7339",Mingo County Extended Learning Center,Rt. 2 Box 52-A,Delbarton,"Rt. 2 Box 52-A, Delbarton, WV, 25670",25670
Mingo,"-82.1769834, 37.6769637",Mingo Career & Technical Center,Route 2 Box 52 A,Delbarton,"Route 2 Box 52 A , Delbarton, WV, 25670",25670
Mingo,"-82.1769834, 37.6769637",Burch PK-8,Rt. 2 Box 52-1a,Delbarton,"Rt. 2 Box 52-1a , Delbarton, WV, 25670",25670
Lincoln,"-82.1898441, 38.2487168",Guyan Valley Middle,5312 McClellan Hwy,Branchland,"5312 McClellan Hwy, Branchland, WV, 25506",25506
Lincoln,"-82.1902243, 38.12137329999999",Ranger Elementary,59 Vanatters Creek,Ranger,"59 Vanatters Creek , Ranger, WV, 25557",25557
Lincoln,"-82.196229, 38.29387699999999",West Hamlin Elementary,114 Dairy Road,West Hamlin,"114 Dairy Road, West Hamlin, WV, 25571",25571
Mason,"-82.1973117, 38.7677634",Beale Elementary School,12897 Huntington Road,Gallipolis Ferry,"12897 Huntington Road, Gallipolis Ferry, WV, 25515",25515
Cabell,"-82.20874479999999, 38.4287096",Cabell Midland High School,2300 Us Route 60 East,Ona,"2300 Us Route 60 East , Ona, WV, 25545",25545
Cabell,"-82.2158561, 38.42558349999999",Ona Elementary School,2701 Elementary Dr,Ona,"2701 Elementary Dr , Ona, WV, 25545",25545
Cabell,"-82.2210593, 38.3208479",Salt Rock Elementary School,5570 Madison Creek Rd,Salt Rock,"5570 Madison Creek Rd , Salt Rock, WV, 25559",25559
Cabell,"-82.25429299999999, 38.41907399999999",Nichols Elementary School,3505 Erwin Road,Barboursville,"3505 Erwin Road , Barboursville, WV, 25504",25504
Mingo,"-82.2724733, 37.6772854",Williamson High School,801 Alderson Street,Williamson,"801 Alderson Street , Williamson, WV, 25661",25661
Mingo,"-82.2726283, 37.6764793",Williamson PK-8,Alderson Street,Williamson,"Alderson Street , Williamson, WV, 25661",25661
Cabell,"-82.286162, 38.379285",Martha Elementary School,3067 Martha Road,Barboursville,"3067 Martha Road , Barboursville, WV, 25504",25504
Mingo,"-82.2882846, 37.6694947",Riverside Elementary School,5 Parkway Drive,Williamson,"5 Parkway Drive , Williamson, WV, 25661",25661
Mingo,"-82.289684, 37.797841",Lenore K-8 School,#1 Ranger Drive,Williamson,"#1 Ranger Drive , Williamson, WV, 25661",25661
Cabell,"-82.294518, 38.403337",Barboursville Middle School,1400 Central Ave,Barboursville,"1400 Central Ave , Barboursville, WV, 25504",25504
Cabell,"-82.296893, 38.407411",Village Of Barboursville Elementary Sch,718 Central Ave,Barboursville,"718 Central Ave , Barboursville, WV, 25504",25504
Cabell,"-82.30640749999999, 38.4773629",Cox Landing Elementary School,6358 Cox Lane,Lesage,"6358 Cox Lane , Lesage, WV, 25537",25537
Cabell,"-82.33237, 38.38570800000001",Davis Creek Elementary School,6330 Davis Creek Rd,Barboursville,"6330 Davis Creek Rd , Barboursville, WV, 25504",25504
Mingo,"-82.3380208, 37.799081",Tug Valley High School,555 Panther Drive,Williamson,"555 Panther Drive , Williamson, WV, 25661",25661
Cabell,"-82.36421299999999, 38.41531",Altizer Elementary School,"250 Third Street, Altizer",Huntington,"250 Third Street, Altizer , Huntington, WV, 25705",25705
Cabell,"-82.3722257, 38.4032754",Cabell County Career Technology Center,1035 Norway Ave,Huntington,"1035 Norway Ave , Huntington, WV, 25705",25705
Cabell,"-82.3722257, 38.4032754",Cabell County Career Technology Center,1035 Norway Ave,Huntington,"1035 Norway Ave , Huntington, WV, 25705",25705
Cabell,"-82.37721599999999, 38.382375",Hite Saunders Elementary School,3708 Green Valley Road,Huntington,"3708 Green Valley Road , Huntington, WV, 25701",25701
Wayne,"-82.383404, 38.162494",East Lynn Elementary School,19594 East Lynn Road,East Lynn,"19594 East Lynn Road, East Lynn, WV, 25512",25512
Cabell,"-82.38715309999999, 38.4031628",Geneva Kent Elementary School,68 Holley Avenue,Huntington,"68 Holley Avenue , Huntington, WV, 25705",25705
Cabell,"-82.38715309999999, 38.4031628",Explorer Academy,68 Holley Ave,Huntington,"68 Holley Ave, Huntington, WV, 25705",25705
Cabell,"-82.391392, 38.407296",Beverly Hills Middle School,2901 Saltwell Rd,Huntington,"2901 Saltwell Rd , Huntington, WV, 25705",25705
Cabell,"-82.391392, 38.407296",Huntington East Middle School,2901 Saltwell Rd,Huntington,"2901 Saltwell Rd, Huntington, WV, 25705",25705
Cabell,"-82.39857429999999, 38.3936242",Huntington High School,1 Highlander Way,Huntington,"1 Highlander Way , Huntington, WV, 25701",25701
Cabell,"-82.399326, 38.413612",Peyton Elementary School,199 Rotary Rd,Huntington,"199 Rotary Rd , Huntington, WV, 25705",25705
Cabell,"-82.4020243, 38.4266393",Alternative School,2800 5th Ave,Huntington,"2800 5th Ave , Huntington, WV, 25702",25702
Cabell,"-82.4091638, 38.4291151",Enslow Middle School,2613 Collis Ave,Huntington,"2613 Collis Ave , Huntington, WV, 25702",25702
Cabell,"-82.4111944, 38.4300068",Highlawn Elementary School,2549 1st Avenue,Huntington,"2549 1st Avenue , Huntington, WV, 25703",25703
Cabell,"-82.4203404, 38.4121254",Spring Hill Elementary School,1901 Hall Avenue,Huntington,"1901 Hall Avenue , Huntington, WV, 25701",25701
Cabell,"-82.4272414, 38.4040281",Meadows Elementary School,1601 Washington Blvd,Huntington,"1601 Washington Blvd , Huntington, WV, 25701",25701
Wayne,"-82.429165, 38.254347",Wayne Elementary School,80 McGinnis Drive,Wayne,"80 McGinnis Drive, Wayne, WV, 25570",25570
Wayne,"-82.4331737, 38.0271515",Dunlow Elementary School,32800 Route 152,Dunlow,"32800 Route 152, Dunlow, WV, 25511",25511
Wayne,"-82.434381, 38.246841",Wayne High School,100 Pioneer Road,Wayne,"100 Pioneer Road , Wayne, WV, 25570",25570
Wayne,"-82.434968, 38.245076",Wayne Middle School,200 Pioneer Road,Wayne,"200 Pioneer Road , Wayne, WV, 25570",25570
Wayne,"-82.448047, 37.906487",Crum Pre K-8,150 Crum Road,Crum,"150 Crum Road, Crum, WV, 25669",25669
Wayne,"-82.4494931, 38.3233683",Lavalette Elementary School,P.o. Box 380,Lavalette,"P.o. Box 380 , Lavalette, WV, 25535",25535
Cabell,"-82.4528441, 38.4108658",Southside Elementary,200 Tenth Avenue,Huntington,"200 Tenth Avenue , Huntington, WV, 25701",25701
Cabell,"-82.45287789999999, 38.4111169",Huntington Middle School,925 Third Street,Huntington,"925 Third Street , Huntington, WV, 25701",25701
Wayne,"-82.4629166, 38.1273332",Genoa Elementary School,21269 Rt 152 Road,Genoa,"21269 Rt 152 Road , Genoa, WV, 25517",25517
Cabell,"-82.49075810000001, 38.4104518",Central City Elementary School,2100 Washington Ave,Huntington,"2100 Washington Ave , Huntington, WV, 25704",25704
Wayne,"-82.5002319, 38.0008076",Tolsia High School,#1 Rebel Drive,Fort Gay,"#1 Rebel Drive , Fort Gay, WV, 25514",25514
Wayne,"-82.51103599999999, 38.399288",Vinson Middle School,3851 Piedmont Road,Huntington,"3851 Piedmont Road , Huntington, WV, 25704",25704
Wayne,"-82.513109, 38.348204",Buffalo Middle School,298 Buffalo Creek Road,Kenova,"298 Buffalo Creek Road , Kenova, WV, 25530",25530
Wayne,"-82.515923, 38.349362",Buffalo Elementary School,331 Buffalo Creek Road,Kenova,"331 Buffalo Creek Road , Kenova, WV, 25530",25530
Wayne,"-82.517957, 38.397215",Kellogg Elementary School,4415 Piedmont Road,Huntington,"4415 Piedmont Road , Huntington, WV, 25704",25704
Wayne,"-82.527402, 38.378617",Spring Valley High School,#1 Timberwolf Drive,Huntington,"#1 Timberwolf Drive , Huntington, WV, 25704",25704
Wayne,"-82.569, 38.3995854",Ceredo-Kenova Elementary,1 Wonders Lane,Kenova,"1 Wonders Lane, Kenova, WV, 25530",25530
Wayne,"-82.5872969, 38.4186202",Ceredo-Kenova Middle School,P.o. Box 705 4th St. West And High St,Ceredo,"P.o. Box 705 4th St. West And High St, Ceredo, WV, 25507",25507
Wayne,"-82.5917223, 38.1145716",Fort Gay PreK - 8,#1 Viking Drive,Fort Gay,"#1 Viking Drive, Fort Gay, WV, 25514",25514
Wayne,"-82.5986676, 38.2404138",Prichard Elementary School,500 Prichard Rd.,Prichard,"500 Prichard Rd., Prichard, WV, 25555",25555
Barbour,"-79.925634, 39.033417",Belington Middle School,Rr 2 Box 343,Belington,"Rr 2 Box 343 , Belington, WV, 26250",26250
Barbour,"-79.878723, 39.228903",Kasson Elementary/Middle School,Rt. 1 Box 233a,Moatsville,"Rt. 1 Box 233a , Moatsville, WV, 26405",26405
Barbour,"-79.926084, 39.032137",Belington Elementary,Rr 2 Box 344,Belington,"Rr 2 Box 344 , Belington, WV, 26250",26250
Boone,"-81.621274, 38.115385",Sherman Junior High School,9846 Coal River Road Po Box Aa,Seth,"9846 Coal River Road Po Box Aa, Seth, WV, 25181",25181
Boone,"-81.535667, 37.982053",Whitesville Elementary School,"37949 Coal River Road Hc82, Box 265",Whitesville,"37949 Coal River Road Hc82, Box 265, Whitesville, WV, 25209",25209
Boone,"-81.822524, 37.982829",Ramage Elementary,"15908 Spruce River Road Rt 1, Box 293",Danville,"15908 Spruce River Road Rt 1, Box 293, Danville, WV, 25053",25053
Boone,"-81.810397, 38.103085",Boone Career-Technical Center,"3505 Daniel Boone Pkwy-Suite B Hc81, Box 50-B",Danville,"3505 Daniel Boone Pkwy-Suite B Hc81, Box 50-B, Danville, WV, 25053",25053
Brooke,"-80.589667, 40.303363",Brooke High School,"R.d. 3, Box 610 Cross Creek Road",Wellsburg,"R.d. 3, Box 610 Cross Creek Road, Wellsburg, WV, 26070",26070
Cabell,"-82.384677, 38.427145",Guyandotte Elementary School,607 5th Ave Guy,Huntington,"607 5th Ave Guy , Huntington, WV, 25702",25702
Fayette,"-80.962697, 38.066225",Divide Elementary,Po Box 180,Lookout,"Po Box 180 , Lookout, WV, 25868",25868
Fayette,"-81.095786, 38.133521",Ansted Middle,Po Box 766,Ansted,"Po Box 766 , Ansted, WV, 25812",25812
Fayette,"-81.308956, 38.181713",Valley Elementary,Po Box 215,Smithers,"Po Box 215 , Smithers, WV, 25186",25186
Fayette,"-81.195924, 38.167667",Gauley Bridge Elementary,Po Box 519,Gauley Bridge,"Po Box 519 , Gauley Bridge, WV, 25085",25085
Fayette,"-81.310423, 38.181632",Valley High School,Po Box 459 Greyhound Lane,Smithers,"Po Box 459 Greyhound Lane, Smithers, WV, 25186",25186
Gilmer,"-81.014465, 38.899367",Calhoun-Gilmer Career Center,5260 East Little Kanawha Hwy,Grantsville,"5260 East Little Kanawha Hwy, Grantsville, WV, 26147",26147
Grant,"-79.279617, 39.274265",Union Educational Complex,Hc 76 Box 750,Mount Storm,"Hc 76 Box 750 , Mount Storm, WV, 26839",26839
Greenbrier,"-80.664850, 37.883251",Smoot Elementary,General Delivery,Smoot,"General Delivery , Smoot, WV, 24977",24977
Greenbrier,"-80.668094, 37.955221",Western Greenbrier Middle School,Hc 40 Box 14,Crawley,"Hc 40 Box 14 , Crawley, WV, 24931",24931
Greenbrier,"-80.636085, 37.727001",Alderson Elementary,Rr1 Box 162f,Alderson,"Rr1 Box 162f , Alderson, WV, 24910",24910
Greenbrier,"-80.472712, 37.773662",Eastern Greenbrier Middle School,Route 1 Box 150,Ronceverte,"Route 1 Box 150 , Ronceverte, WV, 24970",24970
Hampshire,"-78.699255, 39.325798",Hampshire Senior High School,"Hc 63, Box 1970",Romney,"Hc 63, Box 1970 , Romney, WV, 26757",26757
Hampshire,"-78.439181, 39.303844",Capon Bridge Middle School,"Hc 71, Box 1001",Capon Bridge,"Hc 71, Box 1001 , Capon Bridge, WV, 26711",26711
Hampshire,"-78.696958, 39.449837",Springfield-Green Spring Elementary School,Hc 65 Box 9000,Springfield,"Hc 65 Box 9000 , Springfield, WV, 26763",26763
Hampshire,"-78.700738, 39.325967",Hampshire County Career Training Center,Hc 63 Box 1970,Romney,"Hc 63 Box 1970 , Romney, WV, 26757",26757
Hampshire,"-78.437178, 39.303167",Capon Bridge Elementary School,"Hc 71, Box 1000",Capon Bridge,"Hc 71, Box 1000 , Capon Bridge, WV, 26711",26711
Hampshire,"-78.597783, 39.448820",John J. Cornwell,"Hc 60, Box 72",Levels,"Hc 60, Box 72 , Levels, WV, 25431",25431
Harrison,"-80.355184, 39.310086",United High School,,,,
Harrison,"-80.387567, 39.225117",Pressley Ridge School,Rr 5 Box 697,Clarksburg,"Rr 5 Box 697 , Clarksburg, WV, 26301",26301
Harrison,"-80.310838, 39.380632",Lincoln High School,Rr 1 Box 300,Shinnston,"Rr 1 Box 300 , Shinnston, WV, 26431",26431
Harrison,"-80.577632, 39.285657",Salem Elementary,Rr 1 Box 10a,Salem,"Rr 1 Box 10a , Salem, WV, 26426",26426
Jackson,"-81.736446, 38.944010",Ravenswood Grade School,"Rt 2, Box 22-A",Ravenswood,"Rt 2, Box 22-A , Ravenswood, WV, 26164",26164
Jackson,"-81.681825, 38.744748",Fairplain Elementary School,Rt 3 Box 147,Ripley,"Rt 3 Box 147 , Ripley, WV, 25271",25271
Jackson,"-81.705533, 38.807086",Ripley Middle School,"Route 2, Box 75-A Klondyke Road",Ripley,"Route 2, Box 75-A Klondyke Road, Ripley, WV, 25271",25271
Jackson,"-81.660000, 38.912949",Gilmore Elementary School,"Rt. 3, Box 28-A",Sandyville,"Rt. 3, Box 28-A , Sandyville, WV, 25275",25275
Kanawha,"-81.632591, 38.349825",Bonham Elementary School,"Route 1, Box 425a",Charleston,"Route 1, Box 425a , Charleston, WV, 25312",25312
Kanawha,"-81.448614, 38.149002",Sharon Dawes Elementary School,P O Box 149,Miami,"P O Box 149 , Miami, WV, 25134",25134
Kanawha,"-81.338841, 38.490337",Clendenin Elementary School,P O Box 462,Clendenin,"P O Box 462 , Clendenin, WV, 25045",25045
Kanawha,"-81.719859, 38.321782",Ruthlawn Elementary School,Rt 8 Box 428,So Charleston,"Rt 8 Box 428 , So Charleston, WV, 25309",25309
Kanawha,"-81.451847, 38.214861",East Bank Middle School,Po Box 897,East Bank,"Po Box 897 , East Bank, WV, 25067",25067
Kanawha,"-81.390086, 38.208615",Pratt Elementary School,Center And Stark Street,Pratt,"Center And Stark Street , Pratt, WV, 25162",25162
Logan,"-81.989558, 37.769531",Omar Elementary,Route 44 Box 590,Omar,"Route 44 Box 590, Omar, WV, 25638",25638
Logan,"-82.020623, 37.968276",Chapmanville East Elementary School,P.o. Box 340,Chapmanville,"P.o. Box 340 , Chapmanville, WV, 25508",25508
Logan,"-81.855177, 37.727286",Man Middle School,Box 390,Mallory,"Box 390 , Mallory, WV, 25634",25634
Logan,"-82.023915, 37.977531",West Chapmanville Elementary School,100 Vance Street Box 310,Chapmanville,"100 Vance Street Box 310, Chapmanville, WV, 25508",25508
Logan,"-82.076662, 37.827732",Holden Central Elementary School,Box M,Holden,"Box M , Holden, WV, 25625",25625
Marshall,"-80.792608, 39.894277",Washington Lands Elementary School,Rr 4 Box 255,Moundsville,"Rr 4 Box 255 , Moundsville, WV, 26041",26041
Mason,"-82.036691, 39.009977",Wahama High School,P.o. Box 348,Mason,"P.o. Box 348 , Mason, WV, 25260",25260
Mason,"-82.064660, 38.845651",Roosevelt Elementary School,Route 2 Box 841,Point Pleasant,"Route 2 Box 841 , Point Pleasant, WV, 25550",25550
Mason,"-82.121164, 38.880598",Point Pleasant Junior/Senior High School,Rt. 1 Box 4,Point Pleasant,"Rt. 1 Box 4 , Point Pleasant, WV, 25550",25550
McDowell,"-81.497206, 37.420230",Kimball Elementary School,Box 308 Route #52,Kimball,"Box 308 Route #52, Kimball, WV, 24853",24853
Mercer,"-81.053749, 37.388952",Melrose Elementary School,"Hc 71, Box 257",Princeton,"Hc 71, Box 257 , Princeton, WV, 24740",24740
Mercer,"-80.997865, 37.484844",Sun Valley Elementary School,Po Box 10,Lerona,"Po Box 10 , Lerona, WV, 25971",25971
Mercer,"-81.253364, 37.282614",Brushfork Elementary School,Rt 4 Box 93,Bluefield,"Rt 4 Box 93 , Bluefield, WV, 24701",24701
Mercer,"-81.147900, 37.307375",Ceres Elementary School,Rt 2 Box 189,Bluefield,"Rt 2 Box 189 , Bluefield, WV, 24701",24701
Mercer,"-81.258946, 37.313644",Bluewell Elementary School,Rt 4 Box 480,Bluefield,"Rt 4 Box 480 , Bluefield, WV, 24701",24701
Mingo,"-82.177596, 37.676909",Burch Pk-6,Rt. 3 Box 4-B,Delbarton,"Rt. 3 Box 4-B , Delbarton, WV, 25670",25670
Mingo,"-82.153303, 37.624276",Matewan PK-8,200 Tiger Lane,Matewan,"200 Tiger Lane , Matewan, WV, 25678",25678
Mingo,"-82.398915, 37.809898",Kermit Area School (K-8),Blue Devil Lane,Kermit,"Blue Devil Lane , Kermit, WV, 25674",25674
Mingo,"-82.179220, 37.677113",Burch High School,Rt. 2 Box 521-A,Delbarton,"Rt. 2 Box 521-A , Delbarton, WV, 25670",25670
Monroe,"-80.659037, 37.482293",James Monroe High School,Rt. 1 Box 97-1-A James Monroe Drive,Lindside,"Rt. 1 Box 97-1-A James Monroe Drive, Lindside, WV, 24951",24951
Pocahontas,"-79.932504, 38.287693",Pocahontas County High School,"Route 1, Box 133a",Dunmore,"Route 1, Box 133a , Dunmore, WV, 24934",24934
Pocahontas,"-80.209537, 38.137227",Hillsboro Elementary School,"Hc 64, Box 399",Hillsboro,"Hc 64, Box 399 , Hillsboro, WV, 24946",24946
Pocahontas,"-80.111457, 38.200768",Marlinton Middle School,"Route 2, Box 52s",Buckeye,"Route 2, Box 52s , Buckeye, WV, 24924",24924
Pocahontas,"-79.825922, 38.425915",Green Bank Elementary-Middle School,"Route 1, Box 5",Green Bank,"Route 1, Box 5 , Green Bank, WV, 24944",24944
Putnam,"-81.776492, 38.581035",Confidence Elementary,Hc Box 163,Red House,"Hc Box 163 , Red House, WV, 25168",25168
Putnam,"-81.987050, 38.609875",Buffalo Elementary School,"Rt. 2, Box 93",Buffalo,"Rt. 2, Box 93 , Buffalo, WV, 25033",25033
Putnam,"-81.816387, 38.458611",Poca High School,"Rt. 1, Box 5b",Poca,"Rt. 1, Box 5b , Poca, WV, 25159",25159
Raleigh,"-81.306356, 37.729611",Lester Elementary,Box 727,Lester,"Box 727 , Lester, WV, 25865",25865
Raleigh,"-81.108597, 37.630180",Ghent Elementary,Po Box 350,Ghent,"Po Box 350 , Ghent, WV, 25843",25843
Raleigh,"-81.110119, 37.744572",Daniels Elementary,Box 689 4-H Lake Road,Daniels,"Box 689 4-H Lake Road, Daniels, WV, 25832",25832
Raleigh,"-81.220799, 37.695212",Coal City Elementary,Po Box 1240,Coal City,"Po Box 1240 , Coal City, WV, 25823",25823
Raleigh,"-81.206215, 37.771499",Mabscott Elementary,Box 174,Mabscott,"Box 174 , Mabscott, WV, 25871",25871
Randolph,"-79.969038, 38.896331",Coalton Elementary School,P.o. Box 129,Coalton,"P.o. Box 129 , Coalton, WV, 26257",26257
Randolph,"-79.872236, 38.843280",Beverly Elementary School,P.o. Box 209,Beverly,"P.o. Box 209 , Beverly, WV, 26253",26253
Randolph,"-79.522276, 38.920393",Harman Elementary/High School,Po Box 130,Harman,"Po Box 130 , Harman, WV, 26270",26270
Ritchie,"-81.056556, 39.268150",Ellenboro Elementary,P O Box 219,Ellenboro,"P O Box 219 , Ellenboro, WV, 26346",26346
Taylor,"-80.076891, 39.340273",Taylor County Middle School,"Rt. 2, Box 148a",Grafton,"Rt. 2, Box 148a , Grafton, WV, 26354",26354
Tyler,"-80.859059, 39.475631",Arthur I Boreman Elementary School,P O Box 299,Middlebourne,"P O Box 299 , Middlebourne, WV, 26149",26149
Upshur,"-80.189395, 38.924641",Washington District Elementary,"Hc36, Box 234",Buckhannon,"Hc36, Box 234 , Buckhannon, WV, 26201",26201
Upshur,"-80.331690, 38.843825",Rock Cave Elementary,Rt 2 Box 2f Po Box 130,Rock Cave,"Rt 2 Box 2f Po Box 130, Rock Cave, WV, 26201",26201
Upshur,"-80.179737, 39.063822",Hodgesville Elementary,"Rt.5, Box 383",Buckhannon,"Rt.5, Box 383 , Buckhannon, WV, 26201",26201
Upshur,"-80.225685, 39.002231",Fred Eberle Technical Center,RR 5 Box 2,Buckhannon,"RR 5 Box 2, Buckhannon, WV, 26201",26201
Webster,"-80.454346, 38.572486",Diana Elementary School,Po Box 90,Diana,"Po Box 90 , Diana, WV, 26217",26217
Wetzel,"-80.484248, 39.661173",Long Drain School,Rt 1 Box 108-A,Metz,"Rt 1 Box 108-A , Metz, WV, 26585",26585
Wetzel,"-80.454727, 39.678455",Hundred High School,P O Box 830,Hundred,"P O Box 830 , Hundred, WV, 26575",26575
Wetzel,"-80.726039, 39.570458",Short Line School,Hc 60 Box 170,Reader,"Hc 60 Box 170 , Reader, WV, 26167",26167
Wirt,"-81.392306, 39.063026",Wirt County High School,P O Box 219,Elizabeth,"P O Box 219 , Elizabeth, WV, 26143",26143
Wirt,"-81.391668, 39.057807",Wirt County Middle School,P O Box 699,Elizabeth,"P O Box 699 , Elizabeth, WV, 26143",26143
Wyoming,"-81.624273, 37.687564",Berlin Mckinney Elementary School,Hc 65 Box 402 405 Cook Parkway,Oceana,"Hc 65 Box 402 405 Cook Parkway, Oceana, WV, 24870",24870
Wyoming,"-81.522414, 37.588257",Wyoming County Career & Technical Center,"Hcr 72 Box 200, 1201 Bear Hole Road",Pineville,"Hcr 72 Box 200, 1201 Bear Hole Road, Pineville, WV, 24874",24874
Wyoming,"-81.625173, 37.686598",Oceana Middle School,Hc 65 Box 403 309 Cook Parkway,Oceana,"Hc 65 Box 403 309 Cook Parkway, Oceana, WV, 24870",24870
Wyoming,"-81.662983, 37.656468",Westside High School,Hc 65 Box 275 122 Renegade Road,Clear Fork,"Hc 65 Box 275 122 Renegade Road, Clear Fork, WV, 24822",24822
