"type","county","name","address","city","zip","zip4","phone","fax","url","grades"
"PUBLIC","Raleigh","Shady Spring Middle School","500 Flat Top Road ","Shady Spring","25918","","2564570","","http://www.edline.net/pages/Shady_Spring_JHS","0608"
"PUBLIC","Raleigh","Lester Elementary","Box 727 ","Lester","25865","","9345885","","","PK05"
"ADMINISTRATIVE","Raleigh","Raleigh County Schools","105 Adair Street ","Beckley","25801","","2564500","2564739","http://boe.rale.k12.wv.us/",""
"NON-PUBLIC","Raleigh","Greater Beckley Christian","P.o. Box 670 ","Prosperity","25909","","2551571","","",""
"PUBLIC","Raleigh","Trap Hill Middle School","665 Coal River Road ","Glen Daniel","25844","","9345392","","","0608"
"PUBLIC","Raleigh","Ghent Elementary","Po Box 350 ","Ghent","25843","","7873631","","","PK05"
"PUBLIC","Raleigh","Academy Of Careers And Technology","390 Stanaford Road ","Beckley","25801","","2564615","","",""
"PUBLIC","Raleigh","Stratton Elementary","1129 South Fayette Street ","Beckley","25801","","2564604","","","PK05"
"PUBLIC","Raleigh","Daniels Elementary","Box 689 4-H Lake Road","Daniels","25832","","2564622","","https://www.edline.net/pages/Daniels_Elementary_School","PK05"
"NON-PUBLIC","Raleigh","Teel Educational Center","219 Front Street ","Beckley","25801","","2539713","","",""
"PUBLIC","Raleigh","Shady Spring High","Po Box 2001 ","Shady Spring","25918","","2564647","","","0912"
"PUBLIC","Raleigh","Sophia-Soak Creek Elementary","Po Box 487 ","Sophia","25921","","6834541","","","PK05"
"PUBLIC","Raleigh","Cranberry-Prosperity Elementary","4575 Robert C Byrd Dr ","Beckley","25801","","2564588","","","PK05"
"NON-PUBLIC","Raleigh","Mt. Tabor Christian School","262 Mt. Tabor Road ","Beckley","25801","","2529739","","",""
"PUBLIC","Raleigh","Independence High School","Po Box 1595 ","Coal City","25823","","6833228","","","0912"
"PUBLIC","Raleigh","Stanaford Elementary School","950 Stanaford Road ","Beckley","25801","","2564626","","","PK05"
"PUBLIC","Raleigh","Coal City Elementary","Po Box 1240 ","Coal City","25823","","6835001","","","PK05"
"NON-PUBLIC","Raleigh","Childrens House","203 South Kanawha Street ","Beckley","25801","","2528569","","",""
"PUBLIC","Raleigh","Independence Middle School","Po Box 1171 ","Sophia","25921","","6834542","","","0608"
"PUBLIC","Raleigh","Mabscott Elementary","Box 174 ","Mabscott","25871","","2564583","","","PK05"
"PUBLIC","Randolph","Elkins Middle School","308 Robert E. Lee Avenue ","Elkins","26241","3299","6369176","6369178","http://boe.rand.k12.wv.us/ems","0608"
"PUBLIC","Randolph","Coalton Elementary School","P.o. Box 129 ","Coalton","26257","129","6369164","6369165","http://boe.rand.k12.wv.us/coalton","PK05"
"PUBLIC","Randolph","North Elementary School","Route 2, Box 320 ","Elkins","26241","9629","6369188","6369188","http://boe.rand.k12.wv.us/north","PK05"
"PUBLIC","Randolph","Homestead Elementary School","P.o. Box 158 ","Dailey","26259","158","3384903","3384908","http://boe.rand.k12.wv.us/homestead","PK05"
"PUBLIC","Randolph","Elkins Third Ward Elementary School","111 Nathan Street ","Elkins","26241","3399","6369183","6369184","http://boe.rand.k12.wv.us/thirdward","PK05"
"PUBLIC","Randolph","Randolph County Alternative Center","40 11th Street ","Elkins","26241","3598","6369150","6369157","http://boe.rand.k12.wv.us/rcalt","0712"
"PUBLIC","Randolph","Beverly Elementary School","P.o. Box 209 ","Beverly","26253","209","6369162","6369163","http://boe.rand.k12.wv.us/beverly","PK05"
"PUBLIC","Randolph","Tygarts Valley Middle/High School","10189 Seneca Trail","Mill Creek","26280","68","3354575","3356963","http://boe.rand.k12.wv.us/tvmhs","0612"
"PUBLIC","Randolph","Harman Elementary/High School","Po Box 130 ","Harman","26270","9999","2274114","2273610","http://boe.rand.k12.wv.us/harman","PK12"
"PUBLIC","Randolph","Valley Head Elementary School","General Delivery ","Valley Head","26294","9999","3394950","3394474","http://boe.rand.k12.wv.us/valleyhead","0K05"
"ADMINISTRATIVE","Randolph","Randolph County Schools","40 Eleventh Street","Elkins","26241","3598","6369150","6369157","http://boe.rand.k12.wv.us",""
"PUBLIC","Randolph","Midland Elementary School","150 Kennedy Drive ","Elkins","26241","9547","6369186","6369187","http://boe.rand.k12.wv.us/midland","PK05"
"PUBLIC","Randolph","George Ward Elementary School","P.o. Box 278 ","Mill Creek","26280","278","3354975","3354976","http://boe.rand.k12.wv.us/georgeward","PK05"
"PUBLIC","Randolph","Randolph Technical Center","200 Kennedy Drive ","Elkins","26241","9527","6369195","6369169","http://boe.rand.k12.wv.us/rcvtc","1111"
"PUBLIC","Randolph","Jennings Randolph Elementary School","101 Scott Ford Road ","Elkins","26241","3099","6369181","6369166","http://boe.rand.k12.wv.us/jenningsrandolph","PK05"
"PUBLIC","Randolph","Elkins High School","100 Kennedy Drive ","Elkins","26241","9547","6369170","6369168","http://boe.rand.k12.wv.us/ehs","0912"
"PUBLIC","Randolph","Pickens Elementary/High School","One Panther Place ","Pickens","26230","9999","9245525","9246460","http://boe.rand.k12.wv.us/pickens","0K12"
"PUBLIC","Ritchie","Ritchie County High School","107 Ritchie County School Rd ","Ellenboro","26346","","8693526","8693031","http://www.ritchieschools.com/ritchiecountyhighschool_home.aspx","0912"
"PUBLIC","Ritchie","Smithville Elementary","P O Box 30 ","Smithville","26178","","4773273","4773118","http://www.ritchieschools.com/smithvilleelementaryschool_home.aspx","PK05"
"PUBLIC","Ritchie","Harrisville Elementary","1201 E Main Street ","Harrisville","26362","","6432220","6432710","http://www.ritchieschools.com/harrisvilleelementaryschool_home.aspx","PK05"
"ADMINISTRATIVE","Ritchie","Ritchie County Schools","134 South Penn Avenue","Harrisville","26362","","6432991","6432994","http://www.ritchieschools.com",""
"NON-PUBLIC","Ritchie","The Highland School, Inc","Rt. 83, Box 56 ","Highland","26346","","8693250","","",""
"PUBLIC","Ritchie","Ritchie County Middle","105 Ritchie County School Rd ","Ellenboro","26346","","8693512","8693519","http://www.ritchieschools.com/ritchiecountymiddleschool_home.aspx","0608"
"PUBLIC","Ritchie","Creed Collins Elementary","512 Collins Avenue ","Pennsboro","26415","","6592140","6593322","http://www.ritichieschools.com/creedcollinselementaryschool_home.aspx","PK05"
"PUBLIC","Ritchie","Ellenboro Elementary","P O Box 219 ","Ellenboro","26346","","8693305","8693306","http://www.ritichieschools.com/ellenboroelementaryschool_home.aspx","PK05"
"PUBLIC","Roane","Roane-Jackson Technical Center","9450 Spencer Rd","Leroy","25252","","3727335","","",""
"PUBLIC","Roane","Spencer Middle School","102 Chapman Avenue ","Spencer","25276","","9276415","9276416","http://www.roanecountyschools.com/sms","0508"
"PUBLIC","Roane","Spencer Elementary School","85 Clay Road ","Spencer","25276","","9276428","9276429","http://www.roanecountyschools.com/spc/","PK04"
"PUBLIC","Roane","Geary Elementary School","P O Box 89 ","Left Hand","25251","","5653721","5653741","","PK08"
"NON-PUBLIC","Roane","Cross Country Christian Academy","170 Hollywood Road ","Newton","25266","","5653399","","",""
"PUBLIC","Roane","Roane County High","One Raider Way ","Spencer","25276","","9276420","9276404","","0912"
"PUBLIC","Roane","Walton Elementary/Middle School","90 School Drive ","Walton","25286","","5776731","5776228","","PK08"
"PUBLIC","Roane","Reedy Elementary School","Roosevelt St ","Reedy","25270","","9276433","","http://www.roanecountyschools.com/res/","PK06"
"ADMINISTRATIVE","Roane","Roane County Schools","813 Capitol Street","Spencer","25276","","9276400","9276402","http://www.roanecountyschools.com",""
"NON-PUBLIC","Summers","Pipestem Christian Academy","P. O. Box 49 ","Pipestem","25979","","4662413","4662413","",""
"PUBLIC","Summers","Grads"," ","","0","","","","",""
"PUBLIC","Summers","Jumping Branch Elementary School","P O  Box 9 ","Jumping Branch","25969","","4666025","4666025","","PK05"
"PUBLIC","Summers","Talcott Elementary School","P O  Box 140 ","Talcott","24981","","4666029","4666004","","PK05"
"PUBLIC","Summers","Summers County High School","One Bobcat Drive ","Hinton","25951","9103","4666040","4666044","","0912"
"PUBLIC","Summers","Summers Middle School","400 Temple St ","Hinton","25951","","4666030","4662271","","0508"
"PUBLIC","Summers","Hinton Area Elementary School","121 Park Avenue ","Hinton","25951","","4666024","4666008","","PK04"
"ADMINISTRATIVE","Summers","Summers County Schools","116 Main Street ","Hinton","25951","","4666000","4666008","http://boe.summers.k12.wv.us",""
"PUBLIC","Taylor","Anna Jarvis Elementary School","650 N. Pike Street ","Grafton","26354","","3044090","2652560","http://www.taylorcountyboe.net/ajes","PK04"
"PUBLIC","Taylor","Taylor County Vocational Center","115 Luby St ","Grafton","26354","","2651050","2651058","http://www.wvonline.com/techcenter",""
"PUBLIC","Taylor","Taylor County Middle School","Rt. 2, Box 148a ","Grafton","26354","","2650722","2654623","http://www.taylorcountyboe.net/tcms","0508"
"PUBLIC","Taylor","Flemington Elementary School","824 Simpson Rd","Flemington","26347","","7394749","7394671","http://www.taylorcountyboe.net/fes","PK04"
"ADMINISTRATIVE","Taylor","Taylor County Schools","71 Utt Drive","Grafton","26354","","2652497","2652508","http://www.taylorcountyboe.net/",""
"NON-PUBLIC","Taylor","Fellowship Christian Academy","1100 W. Main Street ","Grafton","26354","","2655890","","",""
"PUBLIC","Taylor","Grafton High School","400 Riverside Drive ","Grafton","26354","","2653046","2652156","http://www.taylorcountyboe.net/ghs","0912"
"PUBLIC","Taylor","West Taylor Elementary School","200 Morrow Cross Rd","Flemington","26347","","8420490","8420492","http://www.taylorcountyboe.net/wtes","PK04"
"PUBLIC","Tucker","Tucker Valley Elementary Middle School","81 Tucker Valley Road ","Hambleton","26269","","4783606","4784888","http://www.tuckercountyschools.com/tvems.htm","PK08"
"ADMINISTRATIVE","Tucker","Tucker County Schools","100 Education Lane","Parsons","26287","","4782771","4783422","http://www.tuckercountyschools.com",""
"PUBLIC","Tucker","Tucker County High School","116 Mountain Lion Way ","Hambleton","26269","","4782651","4784357","http://www.tuckercountyschools.com/tchs.htm","0912"
"PUBLIC","Tucker","Davis Thomas Elementary Middle School","100 Quail Ridge Rd Po Box 250","Thomas","26292","","4634422","4634424","http://www.tuckercountyschools.com/dtems.htm","PK08"
"ADMINISTRATIVE","Tyler","Tyler County Schools","PO Box 25","Middlebourne","26149","","7582145","7584566","http://tylercountypublicschools.com",""
"PUBLIC","Tyler","Tyler Consolidated Middle School","1993 Silver Knight Drive ","Sistersville","26175","","7589000","7589006","http://tchs.tyle.k12.wv.us/tcms/tcms.htm","0608"
"PUBLIC","Tyler","Arthur I Boreman Elementary School","P O Box 299 ","Middlebourne","26149","","7582152","7582148","","PK05"
"PUBLIC","Tyler","Tyler Consolidated High School","1993 Silver Knight Drive ","Sistersville","26175","","7589000","7589006","","0912"
"PUBLIC","Tyler","Sistersville Elementary School","651 Terrace Circle ","Sistersville","26175","9763","6522601","6522603","","PK05"
"PUBLIC","Upshur","Washington District Elementary","Hc36, Box 234 ","Buckhannon","26201","","4726599","","","PK05"
"PUBLIC","Upshur","Rock Cave Elementary","Rt 2 Box 2f Po Box 130","Rock Cave","26201","","9246969","9246969","","PK05"
"NON-PUBLIC","Upshur","Child Development Center, Wvwc","P. O. 275 ","Buckhannon","0","","4738348","","",""
"PUBLIC","Upshur","French Creek Elementary","Rt.2, Box 305 ","French Creek","26218","","9246381","9246386","","PK05"
"NON-PUBLIC","Upshur","Upshur County Christian Academy","176 S. Kanawha Street ","Buckhannon","26201","","6137827","","",""
"ADMINISTRATIVE","Upshur","Upshur County Schools","102 Smithfield Street ","Buckhannon","26201","","4725480","4720258","http://www.upshurschools.com",""
"PUBLIC","Upshur","Buckhannon Upshur High School","50 B.u. Drive ","Buckhannon","26201","","4723720","4720772","http://buhs.upsh.k12.wv.us/","0912"
"PUBLIC","Upshur","Union Elementary School","20 Heavener Grove Road ","Buckhannon","26201","","4721394","4722780","http://www.edline.net/pages/Union_ES","PK05"
"PUBLIC","Upshur","Tennerton Elementary","Route 6, Box 513 ","Buckhannon","26201","","4721278","4728530","","PK05"
"PUBLIC","Upshur","Hodgesville Elementary","Rt.5, Box 383 ","Buckhannon","26201","","4723212","","","PK05"
"NON-PUBLIC","Upshur","Brushy Fork Christian School","P.o. Box 205 ","Buckhannon","26201","","4720962","","",""
"PUBLIC","Upshur","Buckhannon Academy Elementary School","16 College Avenue ","Buckhannon","26201","","4723310","","","PK05"
"PUBLIC","Upshur","Fred Eberle Technical Center","RR 5 Box 2","Buckhannon","26201","","4721259","","http://fetc.upsh.tec.wv.us/",""
"PUBLIC","Upshur","B-U Middle School","Rt. 6, Box 303 ","Buckhannon","26201","","4721520","4726864","","0608"
"PUBLIC","Wayne","Tolsia High School","#1 Rebel Drive ","Fort Gay","25514","","6485566","6488412","","0912"
"PUBLIC","Wayne","Genoa Elementary School","21269 Rt 152 Road ","Genoa","25517","","3854421","3854427","","PK05"
"PUBLIC","Wayne","Vinson Middle School","3851 Piedmont Road ","Huntington","25704","","4291641","4296162","","0608"
"PUBLIC","Wayne","Buffalo Elementary School","331 Buffalo Creek Road ","Kenova","25530","","4292911","4293269","","PK05"
"PUBLIC","Wayne","Ceredo-Kenova Middle School","P.o. Box 705 4th St. West And High St","Ceredo","25507","","4533588","4534420","","0608"
"PUBLIC","Wayne","East Lynn Elementary School","19594 East Lynn Road","East Lynn","25512","","8493171","8495608","","PK05"
"PUBLIC","Wayne","Prichard Elementary School","500 Prichard Rd.","Prichard","25555","","4865096","4865096","","PK05"
"PUBLIC","Wayne","Spring Valley High School","#1 Timberwolf Drive ","Huntington","25704","","4291699","4297315","","0912"
"PUBLIC","Wayne","Kellogg Elementary School","4415 Piedmont Road ","Huntington","25704","","4294441","4297200","","PK05"
"PUBLIC","Wayne","Crum Pre K-8","150 Crum Road","Crum","25669","","3933200","3933447","","PK08"
"PUBLIC","Wayne","Wayne High School","100 Pioneer Road ","Wayne","25570","","2725639","2726439","http://www.waynepioneers.org","0912"
"PUBLIC","Wayne","Dunlow Elementary School","32800 Route 152","Dunlow","25511","","3854376","3851026","","PK05"
"PUBLIC","Wayne","Fort Gay PreK - 8","#1 Viking Drive","Fort Gay","25514","","6485404","","","PK08"
"PUBLIC","Wayne","Wayne Middle School","200 Pioneer Road ","Wayne","25570","","2723227","2725811","http://www.waynemiddle.org","0608"
"ADMINISTRATIVE","Wayne","Wayne County Schools","PO Box 70","Wayne","25570","","2725116","2726500","http://boe.wayn.k12.wv.us/",""
"PUBLIC","Wayne","Buffalo Middle School","298 Buffalo Creek Road ","Kenova","25530","","4296062","4297245","http://bms.wayn.k12.wv.us","0608"
"PUBLIC","Wayne","Wayne Elementary School","80 McGinnis Drive","Wayne","25570","","2726342","2726450","","PK05"
"PUBLIC","Wayne","Lavalette Elementary School","P.o. Box 380 ","Lavalette","25535","","5253221","5253245","","PK05"
"PUBLIC","Wayne","Ceredo-Kenova Elementary","1 Wonders Lane","Kenova","25530","","4531521","","","PK05"
"PUBLIC","Webster","Glade Middle School","25 Mill Street ","Cowen","26206","","2265353","2263666","http://glade.webs.k12.wv.us","0508"
"PUBLIC","Webster","Hacker Valley Elementary School","11 School Loop Road ","Hacker Valley","26222","","4936488","4936489","http://hvpt.org","PK08"
"PUBLIC","Webster","Diana Elementary School","Po Box 90 ","Diana","26217","","8472112","8472128","http://glade.webs.k12.wv.us/diana.htm","PK08"
"PUBLIC","Webster","Webster County High School","One Highlander Drive ","Upperglade","26266","","2265772","2265792","http://glade.webs.k12.wv.us/wchs.htm","0912"
"PUBLIC","Webster","Webster Springs Elementary School","318 River Drive ","Webster Springs","26288","","8475321","8475364","http://glade.webs.k12.wv.us/webstersprings.htm","PK08"
"PUBLIC","Webster","Glade Elementary School","25 Mill St. ","Cowen","26206","","2265353","2263666","http://glade.webs.k12.wv.us/GladeElem.htm","PK04"
"ADMINISTRATIVE","Webster","Webster County Schools","315 South Main Street ","Webster Springs","26288","1123","8475638","8472538","http://boe.webs.k12.wv.us",""
"ADMINISTRATIVE","Wetzel","Wetzel County Schools","333 Foundry Street ","New Martinsville","26155","","4552441","4553446","http://www.wetzelcountyschools.com",""
"PUBLIC","Wetzel","Valley High School","One Lumberjack Lane ","Pine Grove","26419","","8893151","8892534","http://vhs.wetz.k12.wv.us","0912"
"PUBLIC","Wetzel","Magnolia High School","601 Maple Avenue ","New Martinsville","26155","","4551990","4555536","http://www.edline.net/pages/Magnolia_HS","0912"
"PUBLIC","Wetzel","Wetzel Co. Ctr. For Children & Families","Rr2 Box 107 ","New Martinsville","26155","","4554092","4553625","","PKPK "
"PUBLIC","Wetzel","Paden City Elementary School","510 N Second Avenue ","Paden City","26159","","3372221","3379049","","0K06"
"PUBLIC","Wetzel","Long Drain School","Rt 1 Box 108-A ","Metz","26585","","7754221","7754261","","PK08"
"NON-PUBLIC","Wetzel","Wetzel County Substitute Personnel","333 Foundry Street ","New Martinsville","26155","","4552441","","",""
"PUBLIC","Wetzel","Paden City High School","201 N Fourth Avenue ","Paden City","26159","","3372266","3372290","http://www.pcwildcats.com","0712"
"PUBLIC","Wetzel","Hundred High School","P O  Box 830 ","Hundred","26575","","7755221","7752922","","0912"
"PUBLIC","Wetzel","Short Line School","Hc 60 Box 170 ","Reader","26167","","3864115","3864969","","PK08"
"PUBLIC","Wetzel","New Martinsville School","20 E Benjamin Drive ","New Martinsville","26155","","4552291","4556436","http://168.216.218.20","0K08"
"ADMINISTRATIVE","Wirt","Wirt County Schools","PO Box 189","Elizabeth","26143","","2754279","2754581","http://www.edline.net/pages/WirtBOE",""
"PUBLIC","Wirt","Wirt County High School","P O Box 219 ","Elizabeth","26143","","2754241","2753271","http://www.edline.net/pages/wirths","0912"
"PUBLIC","Wirt","Wirt County Primary Center","P O  Box 220 ","Elizabeth","26143","","2754263","2754277","http://www.edline.net/pages/wcpc","PK04"
"NON-PUBLIC","Wirt","River Valley Academy","4273 Garfield Road ","Palistine","26160","","","","",""
"PUBLIC","Wirt","Wirt County Middle School","P O Box 699 ","Elizabeth","26143","","2753977","2754257","http://www.edline.net/pages/wirtms","0508"
"PUBLIC","Wood","Trek Center","615 Broadway Ave ","Parkersburg","26101","6637","4209531","4209533","",""
"PUBLIC","Wood","Worthington Elementary School","2500 36th St ","Parkersburg","26104","2000","4209660","4202459","http://worthington.wood.k12.wv.us/","0K05"
"PUBLIC","Wood","Greenmont Elementary School","209 58th St ","Vienna","26105","2027","4209544","4209543","","PK05"
"PUBLIC","Wood","Parkersburg South High School","1511 Blizzard Dr ","Parkersburg","26101","6424","4209610","4209607","http://pshs.wood.k12.wv.us/","0912"
"PUBLIC","Wood","Waverly Elementary School","422 Virginia St ","Waverly","26184","9766","4644250","4644263","","PK06"
"PUBLIC","Wood","Fairplains Elementary School","615 Broadway Ave ","Parkersburg","26101","6637","4209531","4209533","","PK05"
"NON-PUBLIC","Wood","Parkersburg Catholic Elementary","810 Juliana St ","Parkersburg","26101","4626","4226694","4222469","",""
"PUBLIC","Wood","Van Devender Middle School","918 31st St ","Parkersburg","26104","2496","4209645","4209647","http://vms.wood.k12.wv.us","0608"
"PUBLIC","Wood","Neale Elementary School","2305 Grand Central Ave ","Vienna","26105","1399","4209587","4209589","https://www.edline.net/pages/Neale_ES","PK05"
"PUBLIC","Wood","Criss Elementary School","2800 22nd St ","Parkersburg","26101","3812","4209522","4209541","","PK05"
"NON-PUBLIC","Wood","Wood County Christian School","113 W 9th St ","Williamstown","26187","1509","3752000","3752000","",""
"PUBLIC","Wood","Hamilton Middle School","3501 Cadillac Dr ","Parkersburg","26104","2199","4209547","4209567","http://hjhs.wood.k12.wv.us","0608"
"PUBLIC","Wood","Mckinley Elementary School","1130 19th St ","Parkersburg","26101","2607","4209581","4209582","","PK05"
"ADMINISTRATIVE","Wood","Wood County Schools","1210 13th St ","Parkersburg","26101","4144","4209663","4209513","http://www.woodcountyschoolswv.com",""
"NON-PUBLIC","Wood","Parkersburg Christian School","1093 Core Rd ","Parkersburg","26104","2952","4856654","4284444","",""
"PUBLIC","Wood","Blennerhassett Middle School","444 Jewel Rd ","Parkersburg","26101","9545","8633356","8633357","http://bjhs.wood.k12.wv.us","0608"
"PUBLIC","Wood","Lubeck Elementary School","206 Lubeck Rd ","Parkersburg","26101","9533","8633321","8633848","","PK05"
"PUBLIC","Wood","Wood Co Voc Tech Ctr","1515 Blizzard Dr ","Parkersburg","26101","6424","4209501","4851048","http://wcvt.wood.tec.wv.us",""
"PUBLIC","Wood","Franklin Elementary Center","1511 Division St Ext ","Parkersburg","26101","9364","4209534","4209537","http://168.216.80.34/","PK05"
"PUBLIC","Wood","Jefferson Elementary Center","1103 Plum St ","Parkersburg","26101","4936","4209554","4209507","","PK05"
"PUBLIC","Wood","Williamstown High School","219 W 5th St ","Williamstown","26187","1524","3756151","3756194","http://www.movnet.com/whs","0712"
"PUBLIC","Wood","Williamstown Elementary School","418 Williams Ave ","Williamstown","26187","1246","3757675","3754894","","PK06"
"PUBLIC","Wood","Gihon Elementary School","2000 Belmont Rd ","Parkersburg","26101","9024","4209539","4209540","","PK05"
"NON-PUBLIC","Wood","Parkersburg Catholic High School","3201 Fairview Ave ","Parkersburg","26104","2111","4856341","4854697","http://www.pchs1.com",""
"PUBLIC","Wood","Parkersburg High School","2101 Dudley Ave ","Parkersburg","26101","3492","4209595","4209604","https://www.edline.net/pages/Parkersburg_HS","0912"
"PUBLIC","Wood","Vienna Elementary School","700 41st St ","Vienna","26105","2899","4209648","4209693","http://www.viennaschool.com","PK05"
"PUBLIC","Wood","Emerson Elementary School","1605 36th St ","Parkersburg","26101","1939","4209528","4209632","http://www.netassoc.net/wcboe/emerson/index.htm","0K05"
"NON-PUBLIC","Wood","North Christian School","3109 Emerson Ave ","Parkersburg","26104","2413","4850241","4283231","",""
"PUBLIC","Wood","Jackson Middle School","1601 34th St ","Vienna","26105","2499","4209551","2959954","http://jjhs.wood.k12.wv.us","0608"
"PUBLIC","Wood","Mineral Wells Elementary School","1776 Elizabeth Pike ","Mineral Wells","26150","","4891670","4892637","","PK05"
"PUBLIC","Wood","Blennerhassett Elementary School","448 Jewel Rd ","Parkersburg","26101","9545","8635128","8635335","","PK05"
"NON-PUBLIC","Wood","Parkersburg Academy","1800 38th St ","Parkersburg","26104","2049","4856901","","",""
"PUBLIC","Wood","Edison Middle School","1201 Hillcrest St ","Parkersburg","26101","7099","4209525","4209527","","0608"
"PUBLIC","Wood","Madison Elementary School","1426 32nd St ","Parkersburg","26101","1893","4209563","4209564","http://www.wvschools.com/madisonpkb","PK05"
"PUBLIC","Wood","Caperton Center For Applied Technology","300 Campus Dr ","Parkersburg","26101","8656","4248365","","",""
"PUBLIC","Wood","Martin Elementary School","1301 Hillcrest St ","Parkersburg","26101","7082","4209625","4209578","http://members.citynet.net/mamabear/martin","PK05"
"PUBLIC","Wood","Kanawha Elementary School","6465 Staunton Tpke ","Davisville","26142","9754","4209557","4209608","","PK05"
"PUBLIC","Wyoming","Berlin Mckinney Elementary School","Hc 65  Box 402 405 Cook Parkway","Oceana","24870","","6826481","6825234","http://berlinmckinney.wyom.k12.wv.us","PK04"
"PUBLIC","Wyoming","Pineville Middle School","Po Box 470 607 River Road","Pineville","24874","","7326442","7326737","http://pms.wyom.k12.wv.us/","0508"
"ADMINISTRATIVE","Wyoming","Wyoming County Schools","PO Box 69","Pineville","24874","","7326262","7327226","http://boe.wyom.k12.wv.us/",""
"PUBLIC","Wyoming","Mullens Middle School","801 Moran Avenue ","Mullens","25882","","2945757","2945762","http://mms.wyom.k12.wv.us/","0508"
"PUBLIC","Wyoming","Pineville Elementary School","Po Box 700, 541 River Road","Pineville","24874","","7327966","7326767","http://pineville.wyom.k12.wv.us/","PK04"
"NON-PUBLIC","Wyoming","Sonlight Christian Academy","Po Box 81 ","Mullens","25882","","2944595","","",""
"PUBLIC","Wyoming","Huff Cons Elementary & Middle School","374 Lizard Creek Rd, Drawer E","Hanover","24839","","6642100","6642102","http://huff.wyom.k12.wv.us","PK08"
"PUBLIC","Wyoming","Wyoming County Career & Technical Center","Hcr 72 Box 200, 1201 Bear Hole Road","Pineville","24874","","7328050","7328332","http://wcvtc.wyom.tec.wv.us/",""
"PUBLIC","Wyoming","Glen Fork Elementary & Middle School","Po Box 50 111 Glen Fork Hollow Road","Glen Fork","25845","","6826423","6823160","http://glenfork.wyom.k12.wv.us/","PK08"
"PUBLIC","Wyoming","Wyoming County East High School","PO Box 390, 260 Warrior Way","New Richmond","24867","","2945200","2945600","http://wehs.wyom.k12.wv.us","0912"
"PUBLIC","Wyoming","Baileysville Elementary & Middle School","Drawer 409 11618 R.d. Bailey Highway","Brenton","24818","","7326399","7328365","http://baileysville.wyom.k12.wv.us/","PK08"
"PUBLIC","Wyoming","Oceana Middle School","Hc 65  Box 403 309 Cook Parkway","Oceana","24870","","6826296","6826330","http://oms.wyom.k12.wv.us/","0508"
"PUBLIC","Wyoming","Road Branch Elementary & Middle School","1165 Huff Creek Road, HC 80 Box 422","Cyclone","24827","","6825916","6825560","http://roadbranch.wyom.k12.wv.us/","PK08"
"PUBLIC","Wyoming","Mullens Elementary School","2107 Caloric Road ","Mullens","25882","","2945252","2947371","http://mullens.wyom.k12.wv.us/","PK04"
"NON-PUBLIC","Wyoming","Turkey Ridge Independent Baptist","Po Box 130 ","Oceana","24870","","6826735","6826735","",""
"PUBLIC","Wyoming","Herndon Cons Elementary & Middle School","Po Box 309 4456 Herndon Road","Bud","24716","","2947668","2948474","http://herndon.wyom.k12.wv.us/","PK08"
"PUBLIC","Wyoming","Westside High School","Hc 65  Box 275 122 Renegade Road","Clear Fork","24822","","6828965","6826273","http://wshs.wyom.k12.wv.us/","0912"
